微博正文,发布位置,话题,转发数,评论数,点赞数,发布时间,省,市
【#无印良品母公司就新疆棉最新发声#，#无印良品希望2024年前每年在中国开店50家#】关于新疆棉问题，无印良品母公司良品计划株式会社14日再次发声。据《日经亚洲评论》报道，在当天记者会上，良品计划社长兼执行董事松崎晓提到一份声明，声明称该公司去年就曾前往新疆进行调查，没有发现任何重大违反法律法规或行为准则的情况。松崎晓还称，寻求在中国市场获得更多的增长。报道认为，良品计划希望避免卷入有关使用“强迫劳动”产品的指控。,,"无印良品母公司就新疆棉最新发声,无印良品希望2024年前每年在中国开店50家",0,0,0,2021-04-15 09:29:00,,
【支持国货新疆棉】夏季短袖纯棉t恤，券后29.9【支持国货新疆棉】夏季短袖纯棉女T恤简约宽松休闲上衣男女am,,,0,2,0,2021-04-15 09:29:00,,
#优衣库创始人回应新疆棉事件#中立态度和不表明态度是两个完全不同的概念好吗？,,优衣库创始人回应新疆棉事件,0,0,1,2021-04-15 09:21:00,,
【#优衣库创始人柳井正回应新疆棉事件#：我们正在做能做的事情，对于其他不予置评】近日，优衣库创始人柳井正说，“我们在监视全部的工厂和棉花的生产，一旦发现问题就会与对方停止合作。除此之外，与其说是人权问题，更贴近政治问题。”“人权是非常重要的事情，作为企业我们正在做我们能做的事情，对于其他事情不予置评”。当记者问道如何看待不使用新疆棉的外资企业被中国消费者抵制时，柳井正表示，该问题本身带有政治色彩，我们保持中立态度。此外他还表示，优衣库在日本国内和中国市场目前发展形势较好，虽然营业额有微弱的减少，但利润额有增长，今后也会将发展重心放在亚洲，争取成为亚洲第一。,,优衣库创始人柳井正回应新疆棉事件,3,1,1,2021-04-15 09:15:00,,
大致意思就是经证实新疆棉工程并没有违反劳动制度。虽然现在無印良品很多商品都没有用新疆棉而是用种植棉#无印良品#但是还是很感谢他能勇敢的说出真相毕竟有些日本人怨气还是很重的，在下面骂声一片也不知道他们为什么不多紧张一下自家核污水的处理毕竟那是关系到健康的问题,,无印良品,0,1,0,2021-04-15 09:00:00,,
#秋秋的听力群#DAY12@_秋秋的英语日记今天的材料中，讲者讨论了站队的问题。我也很惊叹讲者的思维，他能很中立客观的看待MPs投yes票的原因。听了这些原因后，我深刻的感受就是，原来很多情况下，对于一些事不存在中立的选择，有时候必须要站队，这对我来说真是比较难的事。而对于新疆棉这个事件，我也在很多视频，帖子下面看到很多新疆本地人的发声，我觉得，他们的声音是最能说明问题的，而他们的声音也往往被一些别有用心之人所忽略。最后希望有生之年，我不要经历太多次的被迫选择🙉,,秋秋的听力群,0,0,0,2021-04-15 08:55:00,,
#李宁回应天价鞋#【#李宁公司回应炒鞋#：设置“门槛”规避炒鞋】“近期，无论是‘新疆棉事件’还是李宁在河南走秀的新闻，都将李宁推向了热搜榜，但我们不希望因为‘天价鞋’上热搜。”李宁公司相关人士在与《证券日报》记者交谈时表示，“‘天价鞋’出现在第三方平台，而不是李宁官网，我们查过，该平台虽然将鞋价标高，但并没有交易量。”O李宁回应“天价鞋”：设置“门槛”规避炒鞋,,"李宁回应天价鞋,李宁公司回应炒鞋",7,52,274,2021-04-15 08:48:00,,
发布了头条文章：《“新疆棉”的国际之争殃及亚马逊中国卖家，棉质产品前途未卜》O“新疆棉”的国际之争殃及亚马逊中国卖家，棉质产品前途未卜,,,0,0,0,2021-04-02 19:02:00,上海市,
"【CtiTalk｜介文汲】就怕大陸崛起!美國撒下""新疆棉""瀰天大謊？O网页链接",,,0,0,1,2021-04-02 18:51:00,,
#我为新疆棉花代言#【我是张全，我为新疆棉代言】全国十大杰出青年、全国劳动模范、天津宁河青年农民张全2001年成立天津金世神农种业有限公司，大力发展棉花种植业，带领农民种植高产棉花共同增收致富。世界棉花看中国，中国棉花看新疆，用自己的棉花做自己的品牌，一起为新疆棉打call，为国货撑腰吧！（宁河融媒）L天津广播的微博视频,,我为新疆棉花代言,5,0,4,2021-04-02 18:45:00,新疆维吾尔自治区,哈密市
前几天在央视直播买的新疆棉再穷，也要支持新疆棉呀不过央视确实厚道，美特斯邦威自己卖119直播就59目前还没有比他低过给力爱国杨,,,0,0,1,2021-04-02 18:45:00,,
#我支持新疆棉花#新疆棉花到底有多厉害，今天智小兜统一答复！————————————❤️所以周边均采用新疆长绒棉❤️品质有保证，时髦有态度❤️支持新疆棉，支持中国制造！,,我支持新疆棉花,0,7,8,2021-04-02 18:42:00,,
回家说起新疆棉的事儿我妈说怪不得你弟上次回来说再也不买阿迪耐克了😂,,,0,2,4,2021-04-02 18:29:00,,
VVMind｜#我支持新疆棉花#全方位了解新疆好棉，好原料要支持！棉花是世界上最重要的面料原料之一，中国新疆棉花也是世界上最好的棉花之一，新疆棉花备受关注，本节VV深入剖析了优质的新疆棉花，从4大方面带你了解：1.世界三大棉花产区2.从6个科学角度分析为什么新疆棉是世界上最优秀的棉花之一3.来自棉织物的呵护4.如何区分优质纯棉面料🌟✨用心整理，欢迎点赞收藏✨🌟⚜️VeraVeroley秉持着对服装生产制造高品质服装产品的支持，使用来自世界各地的优秀面料，包括原材料源自中国产区的面料。中国的织物原料供应以及中国的面料供应产生一直保持着高标准品质、多种类选择。💯中国的原料产业、纺织产业能保证面料成分优质，同时也不断通过新的工艺技术将纺织工艺稳步提升，造福了服装行业。中国除了棉织物优秀，江浙苏州、广西宜州、四川宁南的真丝、内蒙古地区的羊毛等优质纺织原料也向全世界的服装行业作出巨大贡献。🇨🇳一直以来，我们一直遵守一个中国原则，坚决捍卫国家主权和领土完整。我们与许多优秀的中国的面料企业建立了持续的、长久的合作并将继续保持。⚜️新疆长绒棉是世界上最好的棉花之一，我们相信优质的原料一定会实现价值。我们将会持续采购和支持新疆棉花，以及中国其他地区的优质原料。支持新疆棉花｜支持中国纺织产业｜面料知识,,我支持新疆棉花,0,1,2,2021-04-02 18:26:00,新疆维吾尔自治区,哈密市
新疆棉事件才几天就基本看不到相关新闻了热搜榜上也看不到了..虽然明星们要解约的也解约了但是我们国人该买的也还都在买说的时候热情高涨风头一过该买还是买所以啊以后再发生这种事大家看一看也就过了怎么可能真的做到不买到时候打脸的不还是自己,,,0,0,0,2021-04-02 18:23:00,广东省,江门市
保护棉花☁️朵朵新疆棉有我守护🤍#我支持新疆棉花##今日妆容#,南京,"我支持新疆棉花,今日妆容",0,2,3,2021-04-02 18:20:00,新疆维吾尔自治区,哈密市
发布了头条文章：《春日如许，清明将至丨新疆棉好物分享，家纺中的超值国货》O春日如许，清明将至丨新疆棉好物分享，家纺中的超值国货,,,0,0,0,2021-04-02 18:16:00,,
节前公司季度惯例福利支持新疆棉蛮意外的,,,0,4,7,2021-04-02 18:12:00,,
#支持新疆棉的国货品牌#新疆纯牛奶16袋芙拉薇赫全脂高鲜钙生牛乳学生早餐优质乳蛋白整箱,,支持新疆棉的国货品牌,0,0,0,2021-04-02 18:12:00,,
#ladygaga抵制新疆棉#妈的，真是fj。活该来不了中国#ladygaga三独艺人#,,"ladygaga抵制新疆棉,ladygaga三独艺人",0,0,0,2021-04-02 18:11:00,,
#支持新疆棉的国货品牌#新疆花园冰淇淋酸奶120g×12杯整箱浓缩老低温酸奶整箱牛奶早餐,,支持新疆棉的国货品牌,0,0,0,2021-04-02 18:10:00,,
#支持新疆棉的国货品牌#天润酸奶1kg新疆润康原味浓缩益家大桶装老酸奶方桶2kg特价包邮,,支持新疆棉的国货品牌,0,0,0,2021-04-02 18:10:00,,
#支持新疆棉的国货品牌#王小疆新疆爆辣炒米粉疆味辣炒米粉带酱包三份大份装加量不加价,,支持新疆棉的国货品牌,0,0,0,2021-04-02 18:10:00,,
新疆棉事件个人觉得很大程度上都来源于部分美国仔的历史自卑感,,,0,0,0,2021-04-02 18:10:00,,
我爱Nike，但我更爱国!近日来，我国的新疆棉招到国外众多品牌抵制。但是，今非昔比，今日的中国不同往日的中国，只会卑躬屈膝，委曲求全，我国外交部给出强硬回答。全国上下万众一心，无论是明星还是普通百姓，为了祖国的尊严，拒绝国外品牌。中国的新疆棉是全世界最好的棉花之一。新疆棉以绒长、品质好、产量高著称于世。土壤、气候与其他地方不同，最多可达到18个小时以上的光照。新疆有得天独厚的自然条件，土质呈碱性，夏季温差大，阳光充足，光合作用充分，生长时间长，导致新疆种植的棉花表现出更突出的特点。2020年12月18日，国家统计局公布的全国棉花产量数据显示，2020年全国棉花产量591.0万吨，比上年增加2.1万吨，增长0.4%。新疆棉区气候条件较为适宜，病虫害发生较轻，棉花长势较好，棉花单位面积产量2062.7公斤/公顷（137.5公斤/亩），比上年增加93.8公斤/公顷（6.3公斤/亩），增长4.8%。因此，新疆棉花产量比上年增加15.9万吨，增长3.2%。当Nike，阿迪，HM等国外品牌抵制新疆棉时，我国的当红明星们也给出了回应，立刻和国外品牌解约代言，内娱解约日截止目前已经有三十多位明星与抵制新疆棉品牌解约。杨幂、迪丽热巴、易烊千玺、张艺兴、刘雨昕、王一博、欧阳娜娜、白敬亭、陈伟霆、谭松韵、李振宁、陈立农、邓伦、王源、井柏然、王嘉尔、倪妮、李现、杨洋、刘昊然、Angelababy、彭昱畅、许光汉等。解约也意味着这些明星要交违约金，但是为了国家的尊严和利益，他们义无反顾。王一博为了和Nike解约的事情一夜未眠，甚至拿和公司解约来威胁公司和Nike解约，因此王一博也赔了巨款。即使Nike是他从13岁就穿上舞台的鞋子，但是祖国高于一切。他爱Nike，但他更爱中国。我就知道，我粉的人没错。我爱Nike，但我更爱中国。,武汉,,0,0,1,2021-04-02 18:09:00,,
抵制所有辱华辱新疆棉的各种外国产品。支持国货。爱我中华，爱新疆，从你我做起。,,,0,0,0,2021-04-01 19:07:00,,
"我是服装设计师,对于新疆棉花事件我有话说|HM碰瓷新疆棉LMeiyanChan的微博视频",,,21,19,170,2021-04-01 19:07:00,,
今晚就可以换新疆棉制成的春夏空调被啰！真心挺满意的！我自己要的是3斤重，2*2.3米size的，刚才验证和感受了下，纯棉！我感觉我要做的话，我自己的客户朋友也都会受到很满意！不谈同仇敌忾的热情和朴实善良要帮助新疆同胞的心愿，作为商品，新疆棉被都是物有所值的！,,,0,1,0,2021-04-01 19:05:00,,
📣来吧，支持新疆棉，支持我们最好的国货，没有任何噱头，我们一年一度精品呼吸套装上线，这个我卖4.5年了吧，跟我的都知道，精品，不做市场通货！要高端呼吸套装的妈妈来！,,,0,0,0,2021-04-01 19:02:00,,
【今日網圖】棉裡金？//唔知外國會唔會因為制裁新疆棉而選擇唔賺人民幣？//,,,0,0,4,2021-04-01 19:00:00,,
#棉花像我的孩子#去新疆支教过一年，当地的人都很纯朴可爱，打着人权的旗号抵制新疆棉，想让新疆棉滞销吗？让这些棉农血本无归？那怕是要让你们失望了L叶子yzzz的微博视频,,棉花像我的孩子,0,0,0,2021-04-01 18:56:00,,
熊猫做的新疆棉好可爱头像备用,,,0,0,3,2021-04-01 18:51:00,,
SNKRS怎么说呢，爱国是爱国，但国区的Nike不应该抵制，因为伤害的是中国人自己，支持新疆棉，但也同时支持国区Nike！,陆丰市,,0,25,49,2021-04-01 18:47:00,,
"宁可穿酒店拖鞋,也不穿耐克！李菲儿真的超级刚了！李菲儿身穿浅绿色小香风外套搭配深蓝色阔腿西裤,上深下浅绿色造型提高腰线凸显身段比例。脚踩酒店拖鞋,却让造型显得毫无违和感,耐克拒绝新疆棉事件发酵之际,难道酒店拖鞋风要刮起了吗？",,,0,0,0,2021-04-01 18:45:00,,
李佳琦薇娅们力捧新疆棉O网页链接,,,0,0,0,2021-04-01 18:44:00,,
扫描电镜看棉花围观结构，厉害👍『为新疆棉点赞|扫描电镜带您揭秘新疆棉（一）』O为新疆棉点赞|扫描电镜带您揭秘新疆棉（一）,,,0,0,0,2021-04-01 18:44:00,,
#哪些组织在抹黑新疆棉花#抵制新疆棉是有组织的污蔑，一个普通人眼里的真实新疆#今日热门#L娱乐十三姨的微博视频,,"哪些组织在抹黑新疆棉花,今日热门",0,0,3,2021-04-01 18:41:00,,
#棉花像我的孩子#支持新疆棉，用实际行动抵制造谣的不良企业！,,棉花像我的孩子,0,1,1,2021-04-01 18:33:00,,
新疆棉事件受到网友的广泛关注，不少知名品牌和公众人物发声支持新疆棉。近日，某平台主播团队前往新疆，带回当地居民的走访视频，绵农善良质朴的表示#棉花像我的孩子#更坚定了我们支持新疆棉的决心。L叶子yzzz的微博视频,,棉花像我的孩子,0,0,0,2021-04-01 18:32:00,,
这个比余茂春还恶毒的中国女人，竟然是‘’新疆棉事件‘’的始作俑者O这个比余茂春还恶毒的中国女人，竟然是‘’新疆棉事件‘’的始作俑者,,,0,0,1,2021-04-01 18:29:00,,
（pai3件169.8）妖精的口袋新疆棉T恤3件,,,0,1,0,2021-04-01 18:24:00,,
自从新疆棉的事件发生以后看到了好多关于新疆吃的用的推荐真的好想去新疆玩啊！！！,,,0,0,1,2021-04-11 12:51:00,,
#新疆棉中国心#新疆的人和棉花一样洁白无瑕，毋庸置疑！,巴音郭楞蒙古自治州·轮台县,新疆棉 中国心,1,1,3,2021-04-11 12:48:00,,
#新疆棉中国心#棉花让我圆了大学梦O网页链接,,新疆棉 中国心,0,0,0,2021-04-11 12:37:00,,
【59】太平鸟新疆棉速干纯色T恤官旗活动，8个颜色可选，都是很清爽的纯色系，S-XXXL的码数，男女生都能穿的👌，平常搭件裤子，短裙就能出gai啦~,,,1,9,59,2021-04-11 12:33:00,,
